compound_id,rel_type,ingredient_id
79,COMP_PART_OF,1021
965,COMP_PART_OF,1021
361,COMP_PART_OF,1021
434,COMP_PART_OF,1021
778,COMP_PART_OF,1021
442,COMP_PART_OF,1021
165,COMP_PART_OF,1021
378,COMP_PART_OF,1021
519,COMP_PART_OF,1021
1069,COMP_PART_OF,1021
793,COMP_PART_OF,1021
243,COMP_PART_OF,1021
393,COMP_PART_OF,1021
37,COMP_PART_OF,1021
177,COMP_PART_OF,1021
867,COMP_PART_OF,1021
602,COMP_PART_OF,1021
455,COMP_PART_OF,1021
460,COMP_PART_OF,1021
295,COMP_PART_OF,1021
737,COMP_PART_OF,1021
250,COMP_PART_OF,1021
1012,COMP_PART_OF,1021
1092,COMP_PART_OF,1021
1021,COMP_PART_OF,1021
260,COMP_PART_OF,1021
886,COMP_PART_OF,1021
132,COMP_PART_OF,1021
632,COMP_PART_OF,1021
957,COMP_PART_OF,1021
620,COMP_PART_OF,1021
273,COMP_PART_OF,370
971,COMP_PART_OF,370
348,COMP_PART_OF,370
628,COMP_PART_OF,370
767,COMP_PART_OF,370
704,COMP_PART_OF,370
79,COMP_PART_OF,370
965,COMP_PART_OF,370
361,COMP_PART_OF,370
572,COMP_PART_OF,370
434,COMP_PART_OF,370
778,COMP_PART_OF,370
442,COMP_PART_OF,370
165,COMP_PART_OF,370
378,COMP_PART_OF,370
519,COMP_PART_OF,370
1069,COMP_PART_OF,370
793,COMP_PART_OF,370
243,COMP_PART_OF,370
393,COMP_PART_OF,370
37,COMP_PART_OF,370
177,COMP_PART_OF,370
867,COMP_PART_OF,370
602,COMP_PART_OF,370
455,COMP_PART_OF,370
460,COMP_PART_OF,370
295,COMP_PART_OF,370
737,COMP_PART_OF,370
250,COMP_PART_OF,370
1012,COMP_PART_OF,370
1092,COMP_PART_OF,370
1021,COMP_PART_OF,370
260,COMP_PART_OF,370
886,COMP_PART_OF,370
132,COMP_PART_OF,370
632,COMP_PART_OF,370
957,COMP_PART_OF,370
620,COMP_PART_OF,370
898,COMP_PART_OF,383
793,COMP_PART_OF,383
370,COMP_PART_OF,383
884,COMP_PART_OF,383
673,COMP_PART_OF,383
101,COMP_PART_OF,383
325,COMP_PART_OF,383
642,COMP_PART_OF,1078
348,COMP_PART_OF,1078
884,COMP_PART_OF,1078
331,COMP_PART_OF,1078
177,COMP_PART_OF,1078
45,COMP_PART_OF,1078
554,COMP_PART_OF,1078
657,COMP_PART_OF,1078
273,COMP_PART_OF,1233
764,COMP_PART_OF,1233
275,COMP_PART_OF,1233
628,COMP_PART_OF,1233
76,COMP_PART_OF,1233
704,COMP_PART_OF,1233
426,COMP_PART_OF,1233
438,COMP_PART_OF,1233
292,COMP_PART_OF,1233
504,COMP_PART_OF,1233
772,COMP_PART_OF,1233
88,COMP_PART_OF,1233
158,COMP_PART_OF,1233
719,COMP_PART_OF,1233
229,COMP_PART_OF,1233
441,COMP_PART_OF,1233
442,COMP_PART_OF,1233
431,COMP_PART_OF,1233
166,COMP_PART_OF,1233
186,COMP_PART_OF,1233
378,COMP_PART_OF,1233
784,COMP_PART_OF,1233
24,COMP_PART_OF,1233
1067,COMP_PART_OF,1233
325,COMP_PART_OF,1233
171,COMP_PART_OF,1233
524,COMP_PART_OF,1233
996,COMP_PART_OF,1233
30,COMP_PART_OF,1233
793,COMP_PART_OF,1233
563,COMP_PART_OF,1233
798,COMP_PART_OF,1233
177,COMP_PART_OF,1233
602,COMP_PART_OF,1233
673,COMP_PART_OF,1233
400,COMP_PART_OF,1233
1012,COMP_PART_OF,1233
720,COMP_PART_OF,1233
162,COMP_PART_OF,1233
468,COMP_PART_OF,1233
1015,COMP_PART_OF,1233
806,COMP_PART_OF,1233
680,COMP_PART_OF,1233
1092,COMP_PART_OF,1233
1013,COMP_PART_OF,1233
1095,COMP_PART_OF,1233
811,COMP_PART_OF,1233
415,COMP_PART_OF,1233
954,COMP_PART_OF,1233
136,COMP_PART_OF,1233
1082,COMP_PART_OF,1233
554,COMP_PART_OF,1233
602,COMP_PART_OF,1129
387,COMP_PART_OF,284
375,COMP_PART_OF,284
118,COMP_PART_OF,284
519,COMP_PART_OF,284
587,COMP_PART_OF,284
171,COMP_PART_OF,284
607,COMP_PART_OF,284
607,COMP_PART_OF,1023
13,COMP_PART_OF,441
156,COMP_PART_OF,885
1092,COMP_PART_OF,885
296,COMP_PART_OF,885
862,COMP_PART_OF,885
628,COMP_PART_OF,885
684,COMP_PART_OF,885
131,COMP_PART_OF,885
357,COMP_PART_OF,885
1062,COMP_PART_OF,885
449,COMP_PART_OF,885
143,COMP_PART_OF,86
143,COMP_PART_OF,523
645,COMP_PART_OF,291
696,COMP_PART_OF,1216
628,COMP_PART_OF,1216
592,COMP_PART_OF,1216
1043,COMP_PART_OF,1216
704,COMP_PART_OF,1216
713,COMP_PART_OF,1216
836,COMP_PART_OF,1216
772,COMP_PART_OF,1216
983,COMP_PART_OF,1216
918,COMP_PART_OF,1216
990,COMP_PART_OF,1216
235,COMP_PART_OF,1216
784,COMP_PART_OF,1216
853,COMP_PART_OF,1216
171,COMP_PART_OF,1216
730,COMP_PART_OF,1216
902,COMP_PART_OF,1216
793,COMP_PART_OF,1216
731,COMP_PART_OF,1216
108,COMP_PART_OF,1216
734,COMP_PART_OF,1216
1004,COMP_PART_OF,1216
599,COMP_PART_OF,1216
177,COMP_PART_OF,1216
397,COMP_PART_OF,1216
673,COMP_PART_OF,1216
1007,COMP_PART_OF,1216
101,COMP_PART_OF,1216
1012,COMP_PART_OF,1216
541,COMP_PART_OF,1216
1092,COMP_PART_OF,1216
958,COMP_PART_OF,1216
1013,COMP_PART_OF,1216
410,COMP_PART_OF,1216
886,COMP_PART_OF,1216
196,COMP_PART_OF,1216
415,COMP_PART_OF,1216
954,COMP_PART_OF,1216
794,COMP_PART_OF,1216
554,COMP_PART_OF,1216
1012,COMP_PART_OF,1518
971,COMP_PART_OF,1519
72,COMP_PART_OF,1519
1040,COMP_PART_OF,1519
798,COMP_PART_OF,1519
593,COMP_PART_OF,1519
704,COMP_PART_OF,1519
821,COMP_PART_OF,1519
292,COMP_PART_OF,1519
806,COMP_PART_OF,1519
195,COMP_PART_OF,1519
1042,COMP_PART_OF,1519
549,COMP_PART_OF,1519
990,COMP_PART_OF,1519
1061,COMP_PART_OF,1519
519,COMP_PART_OF,1519
176,COMP_PART_OF,1519
719,COMP_PART_OF,531
734,COMP_PART_OF,531
424,COMP_PART_OF,531
869,COMP_PART_OF,531
20,COMP_PART_OF,531
742,COMP_PART_OF,531
340,COMP_PART_OF,531
650,COMP_PART_OF,1167
734,COMP_PART_OF,1167
908,COMP_PART_OF,1167
177,COMP_PART_OF,1167
458,COMP_PART_OF,1167
586,COMP_PART_OF,1167
148,COMP_PART_OF,1167
673,COMP_PART_OF,1167
1012,COMP_PART_OF,1167
606,COMP_PART_OF,1167
224,COMP_PART_OF,1167
256,COMP_PART_OF,1167
747,COMP_PART_OF,1167
887,COMP_PART_OF,1167
985,COMP_PART_OF,1167
543,COMP_PART_OF,1167
299,COMP_PART_OF,1167
374,COMP_PART_OF,1167
440,COMP_PART_OF,1167
1064,COMP_PART_OF,1167
785,COMP_PART_OF,1167
519,COMP_PART_OF,1167
822,COMP_PART_OF,1167
440,COMP_PART_OF,1122
822,COMP_PART_OF,1122
224,COMP_PART_OF,1122
417,COMP_PART_OF,325
611,COMP_PART_OF,104
1104,COMP_PART_OF,104
688,COMP_PART_OF,104
1104,COMP_PART_OF,807
272,COMP_PART_OF,639
275,COMP_PART_OF,639
423,COMP_PART_OF,639
424,COMP_PART_OF,639
282,COMP_PART_OF,639
972,COMP_PART_OF,639
978,COMP_PART_OF,639
292,COMP_PART_OF,639
714,COMP_PART_OF,639
984,COMP_PART_OF,639
985,COMP_PART_OF,639
1028,COMP_PART_OF,639
724,COMP_PART_OF,639
413,COMP_PART_OF,639
531,COMP_PART_OF,639
600,COMP_PART_OF,639
742,COMP_PART_OF,639
465,COMP_PART_OF,639
71,COMP_PART_OF,639
196,COMP_PART_OF,639
1023,COMP_PART_OF,639
198,COMP_PART_OF,639
62,COMP_PART_OF,639
203,COMP_PART_OF,639
761,COMP_PART_OF,639
344,COMP_PART_OF,639
764,COMP_PART_OF,639
901,COMP_PART_OF,639
902,COMP_PART_OF,639
199,COMP_PART_OF,639
357,COMP_PART_OF,639
769,COMP_PART_OF,639
909,COMP_PART_OF,639
772,COMP_PART_OF,639
549,COMP_PART_OF,639
369,COMP_PART_OF,639
914,COMP_PART_OF,639
645,COMP_PART_OF,639
1083,COMP_PART_OF,639
286,COMP_PART_OF,639
1064,COMP_PART_OF,639
390,COMP_PART_OF,639
786,COMP_PART_OF,639
656,COMP_PART_OF,639
657,COMP_PART_OF,639
391,COMP_PART_OF,639
524,COMP_PART_OF,639
1072,COMP_PART_OF,639
661,COMP_PART_OF,639
912,COMP_PART_OF,639
599,COMP_PART_OF,639
243,COMP_PART_OF,639
756,COMP_PART_OF,639
943,COMP_PART_OF,639
806,COMP_PART_OF,639
409,COMP_PART_OF,639
1013,COMP_PART_OF,639
811,COMP_PART_OF,639
719,COMP_PART_OF,639
686,COMP_PART_OF,639
136,COMP_PART_OF,639
915,COMP_PART_OF,639
554,COMP_PART_OF,639
555,COMP_PART_OF,639
961,COMP_PART_OF,639
472,COMP_PART_OF,839
388,COMP_PART_OF,839
175,COMP_PART_OF,839
1035,COMP_PART_OF,839
392,COMP_PART_OF,839
976,COMP_PART_OF,839
125,COMP_PART_OF,839
388,COMP_PART_OF,593
643,COMP_PART_OF,593
175,COMP_PART_OF,593
1035,COMP_PART_OF,593
976,COMP_PART_OF,593
125,COMP_PART_OF,593
901,COMP_PART_OF,1370
475,COMP_PART_OF,1370
610,COMP_PART_OF,1370
292,COMP_PART_OF,1370
836,COMP_PART_OF,1370
912,COMP_PART_OF,1370
645,COMP_PART_OF,1370
560,COMP_PART_OF,1370
984,COMP_PART_OF,1370
305,COMP_PART_OF,1370
853,COMP_PART_OF,1370
657,COMP_PART_OF,1370
424,COMP_PART_OF,1370
734,COMP_PART_OF,1370
1004,COMP_PART_OF,1370
599,COMP_PART_OF,1370
37,COMP_PART_OF,1370
117,COMP_PART_OF,1370
1082,COMP_PART_OF,1370
1013,COMP_PART_OF,1370
330,COMP_PART_OF,1370
269,COMP_PART_OF,1370
554,COMP_PART_OF,1370
272,COMP_PART_OF,1494
294,COMP_PART_OF,1494
730,COMP_PART_OF,1494
157,COMP_PART_OF,1494
1013,COMP_PART_OF,1494
108,COMP_PART_OF,1494
595,COMP_PART_OF,1494
918,COMP_PART_OF,1494
1004,COMP_PART_OF,1494
902,COMP_PART_OF,1494
531,COMP_PART_OF,1494
1054,COMP_PART_OF,1494
147,COMP_PART_OF,1494
686,COMP_PART_OF,1494
914,COMP_PART_OF,1494
143,COMP_PART_OF,1494
249,COMP_PART_OF,1494
62,COMP_PART_OF,1494
196,COMP_PART_OF,1494
555,COMP_PART_OF,1494
118,COMP_PART_OF,1494
273,COMP_PART_OF,663
971,COMP_PART_OF,663
348,COMP_PART_OF,663
628,COMP_PART_OF,663
767,COMP_PART_OF,663
704,COMP_PART_OF,663
620,COMP_PART_OF,663
79,COMP_PART_OF,663
965,COMP_PART_OF,663
361,COMP_PART_OF,663
572,COMP_PART_OF,663
434,COMP_PART_OF,663
778,COMP_PART_OF,663
442,COMP_PART_OF,663
165,COMP_PART_OF,663
378,COMP_PART_OF,663
519,COMP_PART_OF,663
1069,COMP_PART_OF,663
793,COMP_PART_OF,663
243,COMP_PART_OF,663
393,COMP_PART_OF,663
37,COMP_PART_OF,663
177,COMP_PART_OF,663
867,COMP_PART_OF,663
602,COMP_PART_OF,663
455,COMP_PART_OF,663
460,COMP_PART_OF,663
295,COMP_PART_OF,663
737,COMP_PART_OF,663
250,COMP_PART_OF,663
1012,COMP_PART_OF,663
1092,COMP_PART_OF,663
1021,COMP_PART_OF,663
260,COMP_PART_OF,663
886,COMP_PART_OF,663
132,COMP_PART_OF,663
632,COMP_PART_OF,663
957,COMP_PART_OF,663
137,COMP_PART_OF,663
954,COMP_PART_OF,1036
1015,COMP_PART_OF,1036
703,COMP_PART_OF,1442
704,COMP_PART_OF,1442
586,COMP_PART_OF,691
822,COMP_PART_OF,508
761,COMP_PART_OF,202
73,COMP_PART_OF,202
331,COMP_PART_OF,202
424,COMP_PART_OF,202
30,COMP_PART_OF,202
704,COMP_PART_OF,202
357,COMP_PART_OF,202
431,COMP_PART_OF,202
836,COMP_PART_OF,202
772,COMP_PART_OF,202
415,COMP_PART_OF,202
434,COMP_PART_OF,202
158,COMP_PART_OF,202
914,COMP_PART_OF,202
108,COMP_PART_OF,202
918,COMP_PART_OF,202
235,COMP_PART_OF,202
983,COMP_PART_OF,202
586,COMP_PART_OF,202
657,COMP_PART_OF,202
1004,COMP_PART_OF,202
103,COMP_PART_OF,202
105,COMP_PART_OF,202
730,COMP_PART_OF,202
793,COMP_PART_OF,202
269,COMP_PART_OF,202
88,COMP_PART_OF,202
254,COMP_PART_OF,202
734,COMP_PART_OF,202
798,COMP_PART_OF,202
599,COMP_PART_OF,202
37,COMP_PART_OF,202
177,COMP_PART_OF,202
703,COMP_PART_OF,202
397,COMP_PART_OF,202
249,COMP_PART_OF,202
1039,COMP_PART_OF,202
946,COMP_PART_OF,202
680,COMP_PART_OF,202
1092,COMP_PART_OF,202
1104,COMP_PART_OF,202
1013,COMP_PART_OF,202
474,COMP_PART_OF,202
884,COMP_PART_OF,202
490,COMP_PART_OF,202
196,COMP_PART_OF,202
131,COMP_PART_OF,202
198,COMP_PART_OF,202
229,COMP_PART_OF,202
61,COMP_PART_OF,202
628,COMP_PART_OF,202
136,COMP_PART_OF,202
673,COMP_PART_OF,202
554,COMP_PART_OF,202
1039,COMP_PART_OF,16
373,COMP_PART_OF,539
791,COMP_PART_OF,59
898,COMP_PART_OF,59
260,COMP_PART_OF,59
426,COMP_PART_OF,59
784,COMP_PART_OF,59
1012,COMP_PART_OF,59
101,COMP_PART_OF,59
1022,COMP_PART_OF,59
836,COMP_PART_OF,151
1091,COMP_PART_OF,352
1052,COMP_PART_OF,954
887,COMP_PART_OF,954
703,COMP_PART_OF,954
1012,COMP_PART_OF,954
909,COMP_PART_OF,954
554,COMP_PART_OF,954
803,COMP_PART_OF,1273
784,COMP_PART_OF,1273
354,COMP_PART_OF,1273
951,COMP_PART_OF,1273
1015,COMP_PART_OF,1273
354,COMP_PART_OF,612
803,COMP_PART_OF,612
0,COMP_PART_OF,143
1,COMP_PART_OF,143
565,COMP_PART_OF,143
573,COMP_PART_OF,143
577,COMP_PART_OF,143
578,COMP_PART_OF,143
466,COMP_PART_OF,143
19,COMP_PART_OF,143
584,COMP_PART_OF,143
22,COMP_PART_OF,143
1022,COMP_PART_OF,143
595,COMP_PART_OF,143
33,COMP_PART_OF,143
599,COMP_PART_OF,143
37,COMP_PART_OF,143
45,COMP_PART_OF,143
606,COMP_PART_OF,143
50,COMP_PART_OF,143
317,COMP_PART_OF,143
52,COMP_PART_OF,143
609,COMP_PART_OF,143
611,COMP_PART_OF,143
616,COMP_PART_OF,143
62,COMP_PART_OF,143
63,COMP_PART_OF,143
678,COMP_PART_OF,143
628,COMP_PART_OF,143
75,COMP_PART_OF,143
645,COMP_PART_OF,143
90,COMP_PART_OF,143
91,COMP_PART_OF,143
93,COMP_PART_OF,143
95,COMP_PART_OF,143
657,COMP_PART_OF,143
103,COMP_PART_OF,143
107,COMP_PART_OF,143
756,COMP_PART_OF,143
670,COMP_PART_OF,143
673,COMP_PART_OF,143
118,COMP_PART_OF,143
675,COMP_PART_OF,143
676,COMP_PART_OF,143
680,COMP_PART_OF,143
682,COMP_PART_OF,143
136,COMP_PART_OF,143
690,COMP_PART_OF,143
693,COMP_PART_OF,143
697,COMP_PART_OF,143
847,COMP_PART_OF,143
704,COMP_PART_OF,143
158,COMP_PART_OF,143
159,COMP_PART_OF,143
724,COMP_PART_OF,143
413,COMP_PART_OF,143
174,COMP_PART_OF,143
734,COMP_PART_OF,143
735,COMP_PART_OF,143
177,COMP_PART_OF,143
767,COMP_PART_OF,143
183,COMP_PART_OF,143
184,COMP_PART_OF,143
186,COMP_PART_OF,143
196,COMP_PART_OF,143
198,COMP_PART_OF,143
203,COMP_PART_OF,143
761,COMP_PART_OF,143
764,COMP_PART_OF,143
766,COMP_PART_OF,143
211,COMP_PART_OF,143
220,COMP_PART_OF,143
772,COMP_PART_OF,143
224,COMP_PART_OF,143
846,COMP_PART_OF,143
227,COMP_PART_OF,143
235,COMP_PART_OF,143
784,COMP_PART_OF,143
793,COMP_PART_OF,143
794,COMP_PART_OF,143
798,COMP_PART_OF,143
521,COMP_PART_OF,143
600,COMP_PART_OF,143
800,COMP_PART_OF,143
806,COMP_PART_OF,143
811,COMP_PART_OF,143
813,COMP_PART_OF,143
848,COMP_PART_OF,143
822,COMP_PART_OF,143
559,COMP_PART_OF,143
273,COMP_PART_OF,143
826,COMP_PART_OF,143
827,COMP_PART_OF,143
275,COMP_PART_OF,143
282,COMP_PART_OF,143
610,COMP_PART_OF,143
288,COMP_PART_OF,143
292,COMP_PART_OF,143
836,COMP_PART_OF,143
294,COMP_PART_OF,143
841,COMP_PART_OF,143
298,COMP_PART_OF,143
299,COMP_PART_OF,143
858,COMP_PART_OF,143
771,COMP_PART_OF,143
311,COMP_PART_OF,143
875,COMP_PART_OF,143
1068,COMP_PART_OF,143
326,COMP_PART_OF,143
885,COMP_PART_OF,143
886,COMP_PART_OF,143
126,COMP_PART_OF,143
340,COMP_PART_OF,143
895,COMP_PART_OF,143
345,COMP_PART_OF,143
346,COMP_PART_OF,143
357,COMP_PART_OF,143
909,COMP_PART_OF,143
912,COMP_PART_OF,143
1089,COMP_PART_OF,143
6,COMP_PART_OF,143
922,COMP_PART_OF,143
20,COMP_PART_OF,143
925,COMP_PART_OF,143
243,COMP_PART_OF,143
384,COMP_PART_OF,143
387,COMP_PART_OF,143
397,COMP_PART_OF,143
400,COMP_PART_OF,143
943,COMP_PART_OF,143
410,COMP_PART_OF,143
415,COMP_PART_OF,143
954,COMP_PART_OF,143
249,COMP_PART_OF,143
961,COMP_PART_OF,143
423,COMP_PART_OF,143
424,COMP_PART_OF,143
427,COMP_PART_OF,143
971,COMP_PART_OF,143
978,COMP_PART_OF,143
980,COMP_PART_OF,143
435,COMP_PART_OF,143
985,COMP_PART_OF,143
990,COMP_PART_OF,143
442,COMP_PART_OF,143
440,COMP_PART_OF,143
445,COMP_PART_OF,143
995,COMP_PART_OF,143
996,COMP_PART_OF,143
1002,COMP_PART_OF,143
1004,COMP_PART_OF,143
1007,COMP_PART_OF,143
460,COMP_PART_OF,143
720,COMP_PART_OF,143
1015,COMP_PART_OF,143
1023,COMP_PART_OF,143
1040,COMP_PART_OF,143
1064,COMP_PART_OF,143
519,COMP_PART_OF,143
667,COMP_PART_OF,143
1069,COMP_PART_OF,143
524,COMP_PART_OF,143
927,COMP_PART_OF,143
1080,COMP_PART_OF,143
1082,COMP_PART_OF,143
737,COMP_PART_OF,143
541,COMP_PART_OF,143
1092,COMP_PART_OF,143
1104,COMP_PART_OF,143
1013,COMP_PART_OF,143
1095,COMP_PART_OF,143
549,COMP_PART_OF,143
550,COMP_PART_OF,143
1102,COMP_PART_OF,143
554,COMP_PART_OF,143
556,COMP_PART_OF,143
793,COMP_PART_OF,608
913,COMP_PART_OF,1075
132,COMP_PART_OF,1075
1022,COMP_PART_OF,1454
1088,COMP_PART_OF,1362
278,COMP_PART_OF,835
511,COMP_PART_OF,789
299,COMP_PART_OF,287
1018,COMP_PART_OF,287
1018,COMP_PART_OF,2
954,COMP_PART_OF,198
269,COMP_PART_OF,198
610,COMP_PART_OF,198
524,COMP_PART_OF,198
954,COMP_PART_OF,1101
269,COMP_PART_OF,1101
610,COMP_PART_OF,1101
586,COMP_PART_OF,986
611,COMP_PART_OF,986
1015,COMP_PART_OF,986
227,COMP_PART_OF,986
954,COMP_PART_OF,986
359,COMP_PART_OF,1474
560,COMP_PART_OF,1474
275,COMP_PART_OF,1474
280,COMP_PART_OF,1474
6,COMP_PART_OF,1474
282,COMP_PART_OF,1474
610,COMP_PART_OF,1474
631,COMP_PART_OF,1474
13,COMP_PART_OF,1474
292,COMP_PART_OF,1474
836,COMP_PART_OF,1474
299,COMP_PART_OF,1474
301,COMP_PART_OF,1474
853,COMP_PART_OF,1474
203,COMP_PART_OF,1474
771,COMP_PART_OF,1474
311,COMP_PART_OF,1474
595,COMP_PART_OF,1474
599,COMP_PART_OF,1474
600,COMP_PART_OF,1474
38,COMP_PART_OF,1474
750,COMP_PART_OF,1474
48,COMP_PART_OF,1474
879,COMP_PART_OF,1474
317,COMP_PART_OF,1474
56,COMP_PART_OF,1474
333,COMP_PART_OF,1474
893,COMP_PART_OF,1474
338,COMP_PART_OF,1474
418,COMP_PART_OF,1474
345,COMP_PART_OF,1474
346,COMP_PART_OF,1474
1072,COMP_PART_OF,1474
81,COMP_PART_OF,1474
358,COMP_PART_OF,1474
909,COMP_PART_OF,1474
638,COMP_PART_OF,1474
86,COMP_PART_OF,1474
366,COMP_PART_OF,1474
369,COMP_PART_OF,1474
645,COMP_PART_OF,1474
91,COMP_PART_OF,1474
647,COMP_PART_OF,1474
93,COMP_PART_OF,1474
649,COMP_PART_OF,1474
922,COMP_PART_OF,1474
20,COMP_PART_OF,1474
604,COMP_PART_OF,1474
243,COMP_PART_OF,1474
104,COMP_PART_OF,1474
482,COMP_PART_OF,1474
756,COMP_PART_OF,1474
114,COMP_PART_OF,1474
395,COMP_PART_OF,1474
939,COMP_PART_OF,1474
400,COMP_PART_OF,1474
676,COMP_PART_OF,1474
726,COMP_PART_OF,1474
747,COMP_PART_OF,1474
957,COMP_PART_OF,1474
118,COMP_PART_OF,1474
697,COMP_PART_OF,1474
423,COMP_PART_OF,1474
704,COMP_PART_OF,1474
876,COMP_PART_OF,1474
971,COMP_PART_OF,1474
709,COMP_PART_OF,1474
434,COMP_PART_OF,1474
984,COMP_PART_OF,1474
719,COMP_PART_OF,1474
1106,COMP_PART_OF,1474
985,COMP_PART_OF,1474
988,COMP_PART_OF,1474
439,COMP_PART_OF,1474
165,COMP_PART_OF,1474
724,COMP_PART_OF,1474
995,COMP_PART_OF,1474
728,COMP_PART_OF,1474
1001,COMP_PART_OF,1474
734,COMP_PART_OF,1474
1004,COMP_PART_OF,1474
737,COMP_PART_OF,1474
484,COMP_PART_OF,1474
179,COMP_PART_OF,1474
460,COMP_PART_OF,1474
1029,COMP_PART_OF,1474
744,COMP_PART_OF,1474
466,COMP_PART_OF,1474
185,COMP_PART_OF,1474
1015,COMP_PART_OF,1474
471,COMP_PART_OF,1474
269,COMP_PART_OF,1474
74,COMP_PART_OF,1474
198,COMP_PART_OF,1474
202,COMP_PART_OF,1474
1030,COMP_PART_OF,1474
357,COMP_PART_OF,1474
634,COMP_PART_OF,1474
761,COMP_PART_OF,1474
1036,COMP_PART_OF,1474
1040,COMP_PART_OF,1474
1049,COMP_PART_OF,1474
772,COMP_PART_OF,1474
224,COMP_PART_OF,1474
227,COMP_PART_OF,1474
229,COMP_PART_OF,1474
231,COMP_PART_OF,1474
512,COMP_PART_OF,1474
783,COMP_PART_OF,1474
784,COMP_PART_OF,1474
524,COMP_PART_OF,1474
505,COMP_PART_OF,1474
136,COMP_PART_OF,1474
798,COMP_PART_OF,1474
1082,COMP_PART_OF,1474
538,COMP_PART_OF,1474
1087,COMP_PART_OF,1474
806,COMP_PART_OF,1474
541,COMP_PART_OF,1474
554,COMP_PART_OF,1474
809,COMP_PART_OF,1474
549,COMP_PART_OF,1474
1102,COMP_PART_OF,1474
268,COMP_PART_OF,1474
848,COMP_PART_OF,1474
821,COMP_PART_OF,1474
1104,COMP_PART_OF,1474
1097,COMP_PART_OF,1474
893,COMP_PART_OF,61
559,COMP_PART_OF,137
827,COMP_PART_OF,137
275,COMP_PART_OF,137
166,COMP_PART_OF,137
278,COMP_PART_OF,137
93,COMP_PART_OF,137
610,COMP_PART_OF,137
567,COMP_PART_OF,137
285,COMP_PART_OF,137
631,COMP_PART_OF,137
292,COMP_PART_OF,137
298,COMP_PART_OF,137
299,COMP_PART_OF,137
301,COMP_PART_OF,137
584,COMP_PART_OF,137
771,COMP_PART_OF,137
311,COMP_PART_OF,137
595,COMP_PART_OF,137
599,COMP_PART_OF,137
600,COMP_PART_OF,137
40,COMP_PART_OF,137
44,COMP_PART_OF,137
606,COMP_PART_OF,137
850,COMP_PART_OF,137
317,COMP_PART_OF,137
56,COMP_PART_OF,137
890,COMP_PART_OF,137
619,COMP_PART_OF,137
338,COMP_PART_OF,137
813,COMP_PART_OF,137
344,COMP_PART_OF,137
971,COMP_PART_OF,137
72,COMP_PART_OF,137
73,COMP_PART_OF,137
901,COMP_PART_OF,137
593,COMP_PART_OF,137
81,COMP_PART_OF,137
358,COMP_PART_OF,137
84,COMP_PART_OF,137
909,COMP_PART_OF,137
638,COMP_PART_OF,137
363,COMP_PART_OF,137
86,COMP_PART_OF,137
912,COMP_PART_OF,137
913,COMP_PART_OF,137
914,COMP_PART_OF,137
560,COMP_PART_OF,137
918,COMP_PART_OF,137
919,COMP_PART_OF,137
20,COMP_PART_OF,137
926,COMP_PART_OF,137
657,COMP_PART_OF,137
243,COMP_PART_OF,137
384,COMP_PART_OF,137
105,COMP_PART_OF,137
660,COMP_PART_OF,137
108,COMP_PART_OF,137
391,COMP_PART_OF,137
203,COMP_PART_OF,137
395,COMP_PART_OF,137
670,COMP_PART_OF,137
671,COMP_PART_OF,137
673,COMP_PART_OF,137
118,COMP_PART_OF,137
400,COMP_PART_OF,137
676,COMP_PART_OF,137
121,COMP_PART_OF,137
406,COMP_PART_OF,137
747,COMP_PART_OF,137
684,COMP_PART_OF,137
686,COMP_PART_OF,137
205,COMP_PART_OF,137
241,COMP_PART_OF,137
1082,COMP_PART_OF,137
147,COMP_PART_OF,137
431,COMP_PART_OF,137
710,COMP_PART_OF,137
978,COMP_PART_OF,137
980,COMP_PART_OF,137
157,COMP_PART_OF,137
158,COMP_PART_OF,137
719,COMP_PART_OF,137
985,COMP_PART_OF,137
988,COMP_PART_OF,137
984,COMP_PART_OF,137
724,COMP_PART_OF,137
995,COMP_PART_OF,137
728,COMP_PART_OF,137
997,COMP_PART_OF,137
730,COMP_PART_OF,137
174,COMP_PART_OF,137
734,COMP_PART_OF,137
1004,COMP_PART_OF,137
531,COMP_PART_OF,137
737,COMP_PART_OF,137
460,COMP_PART_OF,137
742,COMP_PART_OF,137
744,COMP_PART_OF,137
9,COMP_PART_OF,137
750,COMP_PART_OF,137
192,COMP_PART_OF,137
195,COMP_PART_OF,137
198,COMP_PART_OF,137
753,COMP_PART_OF,137
1025,COMP_PART_OF,137
1030,COMP_PART_OF,137
357,COMP_PART_OF,137
204,COMP_PART_OF,137
1033,COMP_PART_OF,137
135,COMP_PART_OF,137
1036,COMP_PART_OF,137
764,COMP_PART_OF,137
1040,COMP_PART_OF,137
1042,COMP_PART_OF,137
766,COMP_PART_OF,137
211,COMP_PART_OF,137
1046,COMP_PART_OF,137
1049,COMP_PART_OF,137
218,COMP_PART_OF,137
505,COMP_PART_OF,137
507,COMP_PART_OF,137
1057,COMP_PART_OF,137
229,COMP_PART_OF,137
234,COMP_PART_OF,137
1064,COMP_PART_OF,137
316,COMP_PART_OF,137
524,COMP_PART_OF,137
526,COMP_PART_OF,137
1073,COMP_PART_OF,137
136,COMP_PART_OF,137
798,COMP_PART_OF,137
1077,COMP_PART_OF,137
957,COMP_PART_OF,137
800,COMP_PART_OF,137
177,COMP_PART_OF,137
804,COMP_PART_OF,137
369,COMP_PART_OF,137
806,COMP_PART_OF,137
1013,COMP_PART_OF,137
