id,name,type
2000,African,AREA
2001,EastAsian,AREA
2002,EasternEuropean,AREA
2003,LatinAmerican,AREA
2004,MiddleEastern,AREA
2005,NorthAmerican,AREA
2006,NorthernEuropean,AREA
2007,SouthAsian,AREA
2008,SoutheastAsian,AREA
2009,SouthernEuropean,AREA
2010,WesternEuropean,AREA
2011,Asian,AREA
